Domain,ipinurl,splchar,dots,urllength,urldepth,tinyurl,prefixSuffix,redir,domainAge,domainEnd,dns,label
metro.co.uk,0,0,0,0,4,0,0,0,1,1,1,0
web.de,0,0,0,0,5,0,0,0,1,1,0,0
emgn.com,0,0,0,0,2,0,0,0,0,0,0,0
torcache.net,0,0,1,0,2,0,0,0,0,1,0,0
qz.com,0,0,0,0,2,0,0,0,0,0,0,0
tunein.com,0,0,0,0,5,0,0,0,0,1,0,0
mic.com,0,0,0,0,3,0,0,0,0,0,0,0
katproxy.com,0,0,0,0,1,0,0,0,0,0,0,0
gawker.com,0,0,0,0,2,0,0,0,0,0,0,0
torcache.net,0,0,1,0,2,0,0,0,0,1,0,0
sourceforge.net,0,0,0,0,3,0,0,0,0,0,0,0
allegro.pl,0,0,0,0,1,0,0,0,0,0,0,0
caixa.gov.br,0,0,0,0,4,0,0,0,1,1,1,0
elcomercio.pe,0,0,0,0,3,0,0,0,1,1,1,0
thenextweb.com,0,0,0,0,5,0,0,0,1,1,1,0
tune.pk,0,0,0,0,3,0,0,0,1,1,1,0
bestblackhatforum.com,0,0,0,0,1,0,0,0,0,1,0,0
bdnews24.com,0,0,0,0,5,0,0,0,0,0,0,0
wordpress.org,0,0,0,0,6,0,0,0,0,1,0,0
distractify.com,0,0,0,0,10,0,0,0,0,1,0,0
distractify.com,0,0,0,0,2,0,0,0,0,1,0,0
tobogo.net,0,0,0,0,2,0,0,0,0,0,0,0
deadspin.com,0,0,0,0,2,0,0,0,0,0,0,0
elcomercio.pe,0,0,0,0,3,0,0,0,1,1,1,0
grantland.com,0,0,0,0,2,0,0,0,0,1,0,0
torcache.net,0,0,1,0,2,0,0,0,0,1,0,0
extratorrent.cc,0,0,0,0,3,0,0,0,0,0,0,0
babal.net,0,0,0,0,4,0,0,0,0,1,0,0
babal.net,0,0,0,0,4,0,0,0,0,1,0,0
variety.com,0,0,0,0,4,0,0,0,1,1,1,0
kenh14.vn,0,0,0,0,2,0,0,0,1,1,1,0
bdnews24.com,0,0,0,0,5,0,0,0,0,0,0,0
babal.net,0,0,0,0,4,0,0,0,0,1,0,0
mic.com,0,0,0,0,3,0,0,0,0,0,0,0
web.tv,0,0,0,0,8,0,0,0,0,0,0,0
torcache.net,0,0,1,0,2,0,0,0,0,1,0,0
olx.co.id,0,0,0,0,5,1,0,0,1,1,1,0
kotaku.com,0,0,0,0,2,0,0,0,0,1,0,0
indianexpress.com,0,0,0,0,4,0,0,0,0,0,0,0
zozo.jp,0,0,0,0,2,0,0,0,0,1,0,0
themeforest.net,0,0,0,0,4,0,0,0,1,1,0,0
ap.org,0,0,0,0,4,0,0,0,0,0,0,0
bdnews24.com,0,0,0,0,5,0,0,0,0,0,0,0
emgn.com,0,0,0,0,2,0,0,0,0,0,0,0
censor.net.ua,0,0,0,0,14,0,0,0,0,0,0,0
hollywoodlife.com,0,0,0,0,4,0,0,0,1,1,0,0
nguyentandung.org,0,0,0,0,1,0,0,0,0,0,0,0
codecanyon.net,0,0,0,0,4,0,0,0,1,1,0,0
tinnhanh360.net,0,0,0,0,1,0,0,0,1,1,1,0
torcache.net,0,0,1,0,2,0,0,0,0,1,0,0
thechive.com,0,0,0,0,4,0,0,0,0,1,0,0
kenh14.vn,0,0,0,0,2,0,0,0,1,1,1,0
depositphotos.com,0,0,0,0,2,0,0,0,0,0,0,0
olx.in,0,0,0,0,2,0,0,0,1,1,1,0
thenextweb.com,0,0,0,0,6,0,0,0,1,1,1,0
tunein.com,0,0,0,0,5,0,0,0,0,1,0,0
bigcinema.tv,0,0,0,0,2,0,0,0,0,0,0,0
bestblackhatforum.com,0,0,0,0,1,0,0,0,0,1,0,0
tobogo.net,0,0,0,0,2,0,0,0,0,0,0,0
katproxy.com,0,0,0,0,1,0,0,0,0,0,0,0
tinnhanh360.net,0,0,0,0,1,0,0,0,1,1,1,0
tunein.com,0,0,0,0,5,0,0,0,0,1,0,0
askubuntu.com,0,0,0,0,3,0,0,0,0,0,0,0
thenextweb.com,0,0,0,0,6,0,0,0,1,1,1,0
tobogo.net,0,0,0,0,2,0,0,0,0,0,0,0
elcomercio.pe,0,0,0,0,3,0,0,0,1,1,1,0
mylust.com,0,0,0,0,3,1,0,0,0,0,0,0
web.de,0,0,0,0,3,0,0,0,1,1,0,0
mashable.com,0,0,0,0,6,0,0,0,1,1,0,0
tunein.com,0,0,0,0,5,0,0,0,0,1,0,0
tinnhanh360.net,0,0,0,0,1,0,0,0,1,1,1,0
deadspin.com,0,0,0,0,1,0,0,0,0,0,0,0
comicbook.com,0,0,0,0,3,0,0,0,1,1,0,0
medium.com,0,0,0,0,2,0,0,0,0,1,0,0
comicbook.com,0,0,0,0,4,0,0,0,1,1,0,0
extratorrent.cc,0,0,0,0,3,0,0,0,0,0,0,0
extratorrent.cc,0,0,1,0,3,0,0,0,0,0,0,0
comicbook.com,0,0,0,0,4,0,0,0,1,1,0,0
qz.com,0,0,0,0,2,0,0,0,0,0,0,0
gov.uk,0,0,0,0,3,0,0,0,1,1,1,0
censor.net.ua,0,0,0,0,3,0,0,0,0,0,0,0
otomoto.pl,0,0,0,0,2,0,0,0,0,0,0,0
allrecipes.com,0,0,0,0,3,0,0,0,1,1,0,0
torcache.net,0,0,1,0,2,0,0,0,0,1,0,0
tinnhanh360.net,0,0,0,0,1,0,0,0,1,1,1,0
mashable.com,0,0,0,0,6,0,0,0,1,1,0,0
sfglobe.com,0,0,0,0,4,0,0,0,0,0,0,0
slickdeals.net,0,0,0,0,2,0,0,0,0,0,0,0
hubpages.com,0,0,0,0,2,0,0,0,0,1,0,0
thenextweb.com,0,0,0,0,5,0,0,0,1,1,1,0
gov.uk,0,0,0,0,3,0,0,0,1,1,1,0
kakaku.com,0,0,0,0,6,0,0,0,0,0,0,0
torcache.net,0,0,1,0,2,0,0,0,0,1,0,0
slashdot.org,0,0,0,0,3,0,0,0,0,0,0,0
momoshop.com.tw,0,0,0,0,2,0,0,0,1,1,1,0
motthegioi.vn,0,0,0,0,2,0,0,0,1,1,1,0
distractify.com,0,0,0,0,10,0,0,0,0,1,0,0
correios.com.br,0,0,0,0,5,0,0,0,1,1,1,0
katproxy.com,0,0,0,0,1,0,0,0,0,0,0,0
medium.com,0,0,0,0,2,0,0,0,0,1,0,0
medium.com,0,1,0,0,2,0,0,0,0,1,0,0
motthegioi.vn,0,0,0,0,2,0,0,0,1,1,1,0
kotaku.com,0,0,0,0,2,0,0,0,0,1,0,0
skyrock.com,0,0,0,0,2,0,0,0,0,1,0,0
lifehacker.com,0,0,0,0,2,0,0,0,0,0,0,0
correios.com.br,0,0,1,0,3,0,0,0,1,1,1,0
lastpass.com,0,0,1,0,1,0,0,0,0,0,0,0
thenextweb.com,0,0,0,0,5,0,0,0,1,1,1,0
yourlust.com,0,0,0,0,2,1,0,0,0,1,0,0
venturebeat.com,0,0,0,0,4,1,0,0,0,0,0,0
censor.net.ua,0,0,0,0,3,0,0,0,0,0,0,0
torcache.net,0,0,1,0,2,0,0,0,0,1,0,0
askubuntu.com,0,0,0,0,3,0,0,0,0,0,0,0
icicibank.com,0,0,0,0,3,0,0,0,0,0,0,0
smallseotools.com,0,0,0,0,2,0,0,0,0,0,0,0
wikiwiki.jp,0,0,0,0,1,0,0,0,0,1,0,0
motthegioi.vn,0,0,0,0,3,0,0,0,1,1,1,0
abcnews.go.com,0,0,0,0,3,0,0,0,1,1,1,0
sourceforge.net,0,0,0,0,3,0,0,0,0,0,0,0
web.de,0,0,0,0,4,0,0,0,1,1,0,0
aljazeera.net,0,0,0,0,6,0,0,0,1,1,0,0
olx.co.id,0,0,0,0,2,1,0,0,1,1,1,0
nypost.com,0,0,0,0,4,1,0,0,1,1,0,0
emgn.com,0,0,0,0,2,0,0,0,0,0,0,0
nesn.com,0,0,0,0,3,0,0,0,0,0,0,0
persianblog.ir,0,0,0,0,4,0,0,0,1,1,1,0
seekingalpha.com,0,0,0,0,2,0,0,0,0,0,0,0
thenextweb.com,0,0,0,0,6,0,0,0,1,1,1,0
torcache.net,0,0,1,0,2,0,0,0,0,1,0,0
eksisozluk.com,0,0,0,0,1,0,0,0,0,0,0,0
ifttt.com,0,0,0,0,2,1,0,0,0,0,0,0
motthegioi.vn,0,0,0,0,2,0,0,0,1,1,1,0
serverfault.com,0,0,0,0,3,1,0,0,0,0,0,0
motthegioi.vn,0,0,0,0,2,0,0,0,1,1,1,0
torcache.net,0,0,1,0,2,0,0,0,0,1,0,0
jalopnik.com,0,0,0,0,2,0,0,0,0,0,0,0
kotaku.com,0,0,0,0,2,0,0,0,0,1,0,0
xhamster.com,0,0,0,0,3,0,0,0,1,1,1,0
emgn.com,0,0,0,0,2,0,0,0,0,0,0,0
twitter.com,0,0,0,0,1,0,0,0,0,1,0,0
otomoto.pl,0,0,0,0,2,0,0,0,0,0,0,0
ringring.vn,0,0,0,0,1,0,0,0,1,1,1,0
thenextweb.com,0,0,0,0,6,0,0,0,1,1,1,0
olx.ua,0,0,0,0,3,0,0,0,0,1,0,0
motthegioi.vn,0,0,0,0,3,0,0,0,1,1,1,0
torcache.net,0,0,1,0,2,0,0,0,0,1,0,0
akhbarelyom.com,0,0,0,0,5,0,0,0,0,0,0,0
filehippo.com,0,0,0,0,4,0,0,0,1,1,0,0
akhbarelyom.com,0,0,0,0,5,0,0,0,0,0,0,0
ink361.com,0,0,0,0,6,0,0,0,0,0,0,0
askubuntu.com,0,0,0,0,3,0,0,0,0,0,0,0
distractify.com,0,0,0,0,10,0,0,0,0,1,0,0
elitedaily.com,0,0,0,0,4,0,0,0,0,0,0,0
akhbarelyom.com,0,0,0,0,5,0,0,0,0,0,0,0
tinnhanh360.net,0,0,0,0,1,0,0,0,1,1,1,0
motthegioi.vn,0,0,0,0,3,0,0,0,1,1,1,0
indianexpress.com,0,0,0,0,3,0,0,0,0,0,0,0
olx.co.id,0,0,0,0,2,1,0,0,1,1,1,0
getpocket.com,0,0,0,0,1,1,0,1,1,1,1,0
atwiki.jp,0,0,0,0,3,0,0,0,0,1,0,0
zozo.jp,0,0,0,0,2,0,0,0,0,1,0,0
motthegioi.vn,0,0,0,0,2,0,0,0,1,1,1,0
sourceforge.net,0,0,0,0,3,0,0,0,0,0,0,0
distractify.com,0,0,0,0,10,0,0,0,0,1,0,0
babal.net,0,0,0,0,4,0,0,0,0,1,0,0
allegro.pl,0,0,0,0,2,0,0,0,0,0,0,0
plarium.com,0,0,0,0,5,0,0,0,0,1,0,0
torcache.net,0,0,1,0,2,0,0,0,0,1,0,0
emgn.com,0,0,0,0,2,0,0,0,0,0,0,0
bestblackhatforum.com,0,0,0,0,1,0,0,0,0,1,0,0
hollywoodlife.com,0,0,0,0,4,0,0,0,1,1,0,0
allrecipes.com,0,0,0,0,4,0,0,0,1,1,0,0
distractify.com,0,0,0,0,2,0,0,0,0,1,0,0
akhbarelyom.com,0,0,0,0,5,0,0,0,0,0,0,0
likemag.com,0,0,0,0,5,0,0,0,1,1,0,0
babal.net,0,0,0,0,4,0,0,0,0,1,0,0
ap.org,0,0,0,0,4,0,0,0,0,0,0,0
censor.net.ua,0,0,0,0,3,0,0,0,0,0,0,0
extratorrent.cc,0,0,0,0,3,0,0,0,0,0,0,0
paytm.com,0,0,0,0,6,0,0,0,0,0,0,0
torcache.net,0,0,1,0,2,0,0,0,0,1,0,0
teespring.com,0,0,0,0,2,0,0,0,0,1,0,0
indianexpress.com,0,0,0,0,4,0,0,0,0,0,0,0
babal.net,0,0,0,0,3,0,0,0,0,1,0,0
tobogo.net,0,0,0,0,2,0,0,0,0,0,0,0
cookpad.com,0,0,0,0,1,0,0,0,0,0,0,0
noticias.uol.com.br,0,0,0,0,6,0,0,0,1,1,1,0
techcrunch.com,0,0,0,0,3,0,0,0,1,1,0,0
uproxx.com,0,0,0,0,4,1,0,0,1,1,0,0
medium.com,0,0,0,0,1,0,0,0,0,1,0,0
motthegioi.vn,0,0,0,0,2,0,0,0,1,1,1,0
tobogo.net,0,0,0,0,2,0,0,0,0,0,0,0
squarespace.com,0,0,0,0,5,0,0,0,1,1,0,0
olx.co.id,0,0,0,0,2,1,0,0,1,1,1,0
cheezburger.com,0,0,0,0,2,0,0,0,0,0,0,0
nymag.com,0,0,0,0,4,0,0,0,1,1,1,0
plarium.com,0,0,0,0,5,0,0,0,0,1,0,0
1337x.to,0,0,0,0,3,0,0,0,1,1,1,0
torcache.net,0,0,1,0,2,0,0,0,0,1,0,0
putlocker.is,0,0,0,0,1,0,0,0,1,1,1,0
torcache.net,0,0,1,0,2,0,0,0,0,1,0,0
thenextweb.com,0,0,0,0,5,0,0,0,1,1,1,0
serverfault.com,0,0,0,0,3,1,0,0,0,0,0,0
xhamster.com,0,0,0,0,3,0,0,0,1,1,1,0
wikimapia.org,0,0,0,0,3,0,0,0,0,0,0,0
xhamster.com,0,0,0,0,3,0,0,0,1,1,1,0
extratorrent.cc,0,0,0,0,3,0,0,0,0,0,0,0
nicolasmezher.com,0,0,0,1,2,0,0,0,0,1,0,1
app.simplenote.com,0,0,0,1,2,0,0,0,1,1,1,1
www1.visl.vicaeu.com,0,0,0,1,0,0,0,0,1,1,1,1
forms.office.com,0,0,0,0,2,0,0,0,1,1,1,1
btinternet7654.square.site,0,0,0,1,0,0,0,0,1,1,1,1
tsuzuki.co.id,0,0,0,1,4,0,0,0,1,1,1,1
bit.do,0,0,0,1,1,1,0,0,1,1,1,1
zacma.bialystok.pl,0,0,0,1,3,0,0,0,1,1,0,1
xrx6r.mjt.lu,0,0,0,0,5,0,0,0,1,1,1,1
amaznon.co.jp.vnzo.cn,0,0,0,1,0,0,0,0,1,1,1,1
hepsibahisgirisimiz1.blogspot.com,0,0,0,1,0,1,0,0,1,1,1,1
klsjdlfkjqslfkjsdlkfjldsfjldsf.blogspot.com,0,0,0,1,0,1,0,0,1,1,1,1
hrs-game.main.jp,0,0,0,1,1,0,1,0,0,1,0,1
5x726-alternate.app.link,0,0,0,1,0,0,1,0,1,1,1,1
zi-3-gporange1.free.builderall.com,0,0,0,1,0,0,1,0,1,1,1,1
j.mp,0,0,0,1,1,1,0,0,1,1,1,1
gowanstore.com,0,0,0,1,3,0,0,0,0,1,0,1
bearmybrand.com,0,0,0,1,2,0,0,0,0,1,0,1
intellidata-analytica.com,0,0,0,1,0,0,1,0,0,1,0,1
sites.google.com,0,0,0,0,3,0,0,0,1,1,1,1
tkx29.codesandbox.io,0,0,0,1,0,0,0,0,1,1,1,1
services.runescape.com-vc.ru,0,0,0,1,0,0,1,0,0,1,0,1
pse.is,0,0,0,1,1,0,0,0,1,1,1,1
khoavantaycaocap.vn,0,0,0,0,4,0,0,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
xyproject.xtensio.com,0,0,0,1,1,0,0,0,1,1,1,1
fgswwvutss.duckdns.org,0,0,0,1,0,0,0,0,0,0,0,1
bibwebshop.com,0,0,0,1,2,0,0,0,0,1,0,1
skinprolpler1.hostfree.pw,0,0,0,1,0,0,0,0,1,1,1,1
onemedic.com.mx,0,0,0,1,1,0,0,0,1,1,1,1
w5czf.csb.app,0,0,0,1,0,0,0,0,1,1,1,1
mineyilmazbilek.com,0,0,0,1,3,0,0,0,0,1,0,1
lion.main.jp,0,0,0,1,0,0,0,0,0,1,0,1
pancakeswaprtolq1.online,0,0,0,1,0,0,0,0,1,1,0,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
fmpos.ucad.sn,0,0,0,1,4,0,0,0,1,1,1,1
lloydsbank.secure-online-deregister.com,0,0,0,1,0,0,1,0,1,1,1,1
images-7jviqwaksl.salamazerbaycan.az,0,0,0,0,1,0,1,0,1,1,1,1
avadvertising.in,0,0,0,0,4,0,0,0,1,1,1,1
linktr.ee,0,0,0,1,1,0,0,0,1,1,1,1
xhlr4.mjt.lu,0,0,0,0,5,0,0,0,1,1,1,1
hermes.online-reschedule-check.com,0,0,0,1,0,0,1,0,1,1,1,1
triathlonontario-my.sharepoint.com,0,0,0,0,5,1,1,0,1,1,1,1
forms.gle,0,0,0,1,1,0,0,0,1,1,1,1
me2.do,0,0,0,1,1,0,0,0,1,1,1,1
laprospergroup.com,0,0,0,1,2,0,0,0,0,0,0,1
jrhayley.plus.com,0,0,0,1,1,0,0,0,1,1,1,1
bit.do,0,0,0,1,1,1,0,0,1,1,1,1
customersvalidationsprozess03.xyz,0,0,0,1,2,0,0,0,1,1,1,1
dev.belinqed.nl,0,0,0,1,1,0,0,0,1,1,1,1
urbenorte.com,0,0,0,1,2,0,0,0,0,0,0,1
wapiae.com.ar,0,0,0,1,0,0,0,0,1,1,1,1
promericsvonli.byethost18.com,0,0,0,1,0,0,0,0,1,1,1,1
privacy-update-secu-recovry-page-protection-232.web.id,0,0,0,1,0,0,1,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
divanidesign.com,0,0,0,1,3,0,0,0,1,1,1,1
fra1.digitaloceanspaces.com,0,1,0,0,2,0,0,0,1,1,1,1
docsharex-authorize.firebaseapp.com,0,0,0,0,3,0,1,0,1,1,1,1
games.servepics.com,0,1,0,1,0,0,0,0,1,1,1,1
pizfirepizzacafe.com,0,0,0,1,0,0,0,0,1,1,1,1
rkgreany-seg3-2.kk.sopqa.arg.r.de.a2ip.ru,0,0,1,0,6,0,1,0,0,0,0,1
djeliza.be,0,0,0,0,0,0,0,0,1,1,0,1
notificacionesv8.hostfree.pw,0,0,0,1,0,0,0,0,1,1,1,1
resgateponto.me,0,1,0,0,2,0,0,0,0,0,0,1
lycee-ozanam35.fr,0,0,0,1,0,0,1,0,0,1,0,1
pastelink.net,0,0,0,1,1,0,0,0,1,1,1,1
exodusc.com,0,0,0,1,0,0,0,0,0,1,0,1
informationmanagerpagesadministrator.co.vu,0,0,0,1,1,0,0,0,1,1,1,1
docs.google.com,0,0,0,0,5,0,0,0,1,1,1,1
sites.google.com,0,0,0,0,3,0,0,0,1,1,1,1
piandizano.it,0,0,0,1,2,0,0,0,1,1,1,1
cmciasi.ro,0,0,0,1,1,0,0,0,1,1,1,1
miecompany.8b.io,0,0,0,1,0,0,0,0,1,1,1,1
whatsapp-grubbokep2021.duckdns.org,0,0,0,1,1,0,1,0,0,0,0,1
j6rdc0.webwave.dev,0,0,0,1,0,0,0,0,1,1,1,1
taijishentie.com,0,0,1,0,2,0,0,1,0,0,0,1
feedilicious.com,0,0,0,1,2,0,0,0,0,1,0,1
test.bayoucitybadges.org,0,0,0,1,1,0,0,0,0,1,0,1
eurobankovnikredit.com,0,0,0,0,0,1,0,0,0,0,0,1
exoclus.com,0,0,0,1,0,0,0,0,0,0,0,1
www2.meecrcnaroi.com,0,0,0,1,0,0,0,0,1,1,1,1
xjmr7.mjt.lu,0,0,0,0,5,0,0,0,1,1,1,1
login.rnicr0s0fton1ine.space,0,0,0,1,1,0,0,0,1,1,1,1
cloud102.hostgator.com:2096,0,0,0,0,3,0,0,0,1,1,1,1
resgateponto.me,0,1,0,0,2,0,0,0,0,0,0,1
siporados15585.blogspot.com,0,0,0,1,0,1,0,0,1,1,1,1
crypto-exchange-market.000webhostapp.com,0,0,0,1,0,0,1,0,1,1,1,1
server.eng7jtwdfc.cn,0,0,0,1,0,0,0,0,1,1,1,1
18614247159c.byethost24.com,0,0,0,1,0,0,0,0,1,1,1,1
pbpro3453file.gb.net,0,0,0,0,2,0,0,0,1,1,0,1
vk.com,0,0,0,0,1,0,0,0,0,0,0,1
taiwokupolatiandco.com,0,0,0,1,4,0,0,0,1,1,1,1
bc.lbclbcpaiement.com,0,0,0,1,0,1,0,0,1,1,1,1
srnbc-card.com.m058vf.cn,0,0,0,1,2,0,1,0,1,1,1,1
sucursalpersona1.2host.me,0,0,0,1,0,0,0,0,0,0,0,1
amozon.co.ip.xiaozaoaike.com.cn,0,0,1,1,0,0,0,0,1,1,1,1
surveyheart.com,0,0,0,1,2,1,0,0,0,0,0,1
blackbearcccouk-my.sharepoint.com,0,0,0,0,5,1,1,0,1,1,1,1
crroweb.emiweb.es,0,0,0,1,0,0,0,0,1,1,1,1
d3ncuwwrr82.typeform.com,0,0,0,1,2,0,0,0,1,1,1,1
ncaweagricol.byethost33.com,0,0,0,1,0,0,0,0,1,1,1,1
linktr.ee,0,0,0,1,1,0,0,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
o2uk-payeeinfo.com,0,0,0,0,2,0,1,0,1,1,1,1
advent.ist,0,0,0,1,1,0,0,0,1,1,1,1
bergenfamiilycenter.org,0,0,0,0,2,0,0,0,0,0,0,1
exciting-hawking.165-227-206-101.plesk.page,0,0,1,0,3,0,1,0,1,1,1,1
twowheelcool.com,0,0,0,1,2,0,0,0,0,0,0,1
20.197.184.169,0,0,0,1,1,0,0,0,1,1,1,1
lloydsbank.personal-devices-login.com,0,0,0,1,0,0,1,0,1,1,1,1
creativecombat.com,0,1,1,0,4,1,0,0,0,0,0,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
restbetgirisadresimiz.blogspot.com,0,0,0,1,0,1,0,0,1,1,1,1
signin-eday.motors-account.live,0,0,0,1,0,0,1,0,1,1,1,1
mail-account-verify-f4723.web.app,0,1,0,1,0,0,1,0,1,1,1,1
b4e921f0.sso-mailsrvr-4344e5teed.pages.dev,0,1,0,0,0,0,1,0,1,1,1,1
jackbinaspuol.blogspot.com,0,0,0,1,0,1,0,0,1,1,1,1
rotimi.pandaform.com,0,0,0,1,3,0,0,0,1,1,1,1
ipko-biznes-online.com,0,0,0,1,0,0,1,0,1,1,1,1
mail.wolf.danswd.com,0,0,0,0,2,0,0,0,1,1,1,1
londonmakt.com,0,0,0,1,0,1,0,0,1,1,1,1
linktr.ee,0,0,0,1,1,0,0,0,1,1,1,1
amaeon.tigj13df.xyz,0,0,0,1,0,0,0,0,1,1,1,1
agriculturefault.com,0,0,0,1,4,1,0,0,0,1,0,1
clouddoc-authorize.firebaseapp.com,0,0,0,0,3,0,1,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
mufg.jp.zxsxr.bar,0,0,0,1,0,0,0,0,1,1,1,1
najboljeuslugezavas.betterservicesforyou.com,0,0,0,1,0,0,0,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
candyrush.in,0,0,0,0,6,0,0,0,1,1,1,1
amazom.designz.cn,0,0,0,1,0,0,0,0,1,1,1,1
resgateponto.me,0,1,0,0,2,0,0,0,0,0,0,1
docs.google.com,0,0,0,0,5,0,0,0,1,1,1,1
auth34567898765434567898765432345678765432345678765433456987654.fra1.digitaloceanspaces.com,0,1,1,0,2,0,0,0,1,1,1,1
short.npru.ac.th,0,0,0,1,2,0,0,0,1,1,1,1
docsharex-authorize.firebaseapp.com,0,0,0,1,1,0,1,0,1,1,1,1
preppingconfidence.com,0,0,0,1,0,0,0,0,0,0,0,1
succvirtl.com,0,0,0,1,1,0,0,0,1,1,1,1
t.marketing1.william-reed.com,0,0,0,0,1,0,1,0,1,1,1,1
post-track.ch,0,0,0,1,0,0,1,0,1,1,1,1
explorebathurst.com.au,0,1,0,0,1,1,0,0,1,1,1,1
onedrive.live.com,0,0,0,0,1,0,0,0,1,1,1,1
easyholidaytrips.com,0,0,0,0,5,0,0,0,0,0,0,1
firebasestorage.googleapis.com,0,1,1,0,5,1,0,0,1,1,1,1
joingrupwhatsapp89.duckdns.org,0,0,0,1,0,0,0,0,0,0,0,1
simp.ly,0,0,0,1,2,0,0,0,1,1,1,1
ezh.ags.mybluehost.me,0,0,0,1,0,0,0,0,0,0,0,1
atendimento-digital.ga,0,0,0,1,0,0,1,0,1,1,1,1
cloudshare-account-auth.firebaseapp.com,0,0,0,0,1,0,1,0,1,1,1,1
needtoupdate.fromamazonstarting.buzz,0,0,0,1,0,0,0,0,1,1,1,1
reclaim-economiccommunityhelp.cloudns.nz,0,0,0,1,1,0,1,0,1,1,1,1
satvikcertification.com,0,0,0,0,4,0,0,0,0,1,0,1
myjjd.vevivb.com,0,0,0,1,0,0,0,0,1,1,1,1
puciss.hyperphp.com,0,0,0,1,0,0,0,0,1,1,1,1
sites.google.com,0,0,0,1,2,0,0,0,1,1,1,1
onedrive.live.com,0,0,0,0,1,0,0,0,1,1,1,1
mail.mi-plaza.mx,0,0,0,1,3,0,1,0,1,1,1,1
framecapturestudio.com,0,0,1,0,2,0,0,0,0,1,0,1
bakerrecklaw.com,0,1,0,1,4,0,0,0,0,0,0,1
idam-web-public.aat.platform.hmcts.net,0,0,1,0,1,0,1,1,1,1,1,1
avatarsecrets.com,0,0,0,1,1,0,0,0,0,0,0,1
bit.ly,0,0,0,1,1,1,0,0,1,1,1,1
bit.ly,0,0,0,1,1,1,0,0,1,1,1,1
httpeugnerally-wixsite-com.filesusr.com,0,0,0,0,2,0,1,0,1,1,1,1
linktr.ee,0,0,0,1,1,0,0,0,1,1,1,1
promericaonline.byethost6.com,0,0,0,1,0,0,0,0,1,1,1,1
1m5yp.csb.app,0,0,0,1,0,0,0,0,1,1,1,1
saatvikhomes.com,0,0,0,1,1,0,0,0,0,1,0,1
images-c6wv0b0nie.salamazerbaycan.az,0,0,0,0,1,0,1,0,1,1,1,1
lucywestpdaarubcorubber.org,0,0,0,0,9,0,0,0,0,1,0,1
synapse-project.com,0,0,0,0,4,1,1,0,0,0,0,1
embcybersecurity.org,0,0,0,1,1,0,0,0,0,1,0,1
berry-more.ru,0,0,0,1,3,0,1,0,0,1,0,1
212897764576871473832-dot-bn058.csb.app,0,1,0,0,0,0,1,0,1,1,1,1
surveyheart.com,0,0,0,1,2,1,0,0,0,0,0,1
ekobebe.cn,0,0,0,1,2,0,0,0,1,1,0,1
mtbonline-verify.dnset.com,0,0,0,0,1,1,1,0,1,1,1,1
paypal.com.0.security-confirmation.d72b69c8e37aec662e13e39d929d6e3d.as2.2u.se,0,0,1,0,0,0,1,0,1,1,1,1
bit.ly,0,0,0,1,1,1,0,0,1,1,1,1
actualizaban4568.ultimatefreehost.in,0,0,0,1,0,0,0,0,1,1,1,1
clouddoc-authorize.firebaseapp.com,0,0,1,1,2,0,1,0,1,1,1,1
icipedudu-my.sharepoint.com,0,0,0,0,5,1,1,0,1,1,1,1
timeenigma.com,0,1,0,1,0,0,0,0,0,1,0,1
spk-servicezertifizierung.top,0,0,0,1,1,0,1,0,0,0,0,1
pichinchaonline.byethost6.com,0,0,0,1,0,0,0,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
ehan.org,0,0,0,0,4,0,0,0,0,1,0,1
xrxh1.mjt.lu,0,0,0,0,5,0,0,0,1,1,1,1
kashmirharvard.edu.in,0,0,0,0,3,0,0,0,1,1,1,1
securityupdatereview-365online.com,0,0,0,1,0,0,1,0,1,1,1,1
durecorpperu.com,0,0,0,1,2,0,0,0,0,1,0,1
ourgarden.us,0,0,0,1,3,0,0,0,0,0,0,1
mediosdigitalescr.com,0,0,0,1,0,0,0,0,1,1,1,1
web6791.web07.bero-webspace.de,0,0,0,1,1,0,1,0,1,1,0,1
bit.ly,0,0,0,1,1,1,0,0,1,1,1,1
clouddoc-authorize.firebaseapp.com,0,0,1,1,3,0,1,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
amazedelectrical.com.au,0,0,0,1,1,0,0,0,1,1,1,1
webintersol.com,0,0,0,1,4,0,0,0,0,0,0,1
lloydsbank.login-personal-devices.com,0,0,0,1,0,0,1,0,1,1,1,1
brooksshoessingapore.com,0,0,0,1,1,0,0,0,0,1,0,1
sg3plvwcpnl378889.prod.sin3.secureserver.net,0,0,1,0,4,0,0,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
spk-erneuerungs-manager.com,0,0,0,1,1,0,1,0,0,0,0,1
